桩号,填方面积(㎡),挖方面积(㎡),清表面积(㎡),清表左边界X,清表右边界X,top,CRR,C1,C2,G15,G7,top,CRR,C1,C2,G15,G17
K113+950,22.903,0.000,6.761,-11.022,11.361,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K113+975,25.545,0.000,6.914,-11.426,11.473,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+000,28.750,0.000,7.023,-11.676,11.592,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+025,30.340,0.000,7.223,-11.868,12.067,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+050,32.011,0.000,7.477,-12.364,12.247,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+075,35.266,0.000,7.614,-12.704,12.342,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+100,35.906,0.000,7.566,-12.593,12.364,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+125,36.242,0.000,7.242,-12.012,12.045,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+150,36.044,0.000,7.361,-12.443,11.988,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+175,38.462,0.000,7.622,-12.663,12.473,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+200,38.325,0.000,7.566,-12.618,12.436,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+225,37.210,0.000,7.551,-12.695,12.323,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+250,36.849,0.000,7.753,-12.952,12.479,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+275,38.377,0.000,7.774,-13.057,12.457,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+300,38.568,0.000,7.481,-12.288,12.580,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+325,31.683,0.000,7.350,-12.422,11.994,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+350,35.127,0.000,7.530,-12.434,12.565,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+375,34.234,0.000,7.400,-12.202,12.389,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+400,32.290,0.000,7.288,-11.835,12.326,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+425,28.560,0.000,7.062,-11.711,11.751,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+450,34.756,0.000,7.394,-11.933,12.595,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+475,33.514,0.000,7.308,-11.852,12.404,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+500,26.169,0.000,7.284,-11.790,12.215,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+525,24.910,0.000,6.913,-11.784,11.177,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+550,27.512,0.000,7.081,-11.760,11.768,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+575,26.234,0.000,6.997,-11.449,11.807,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+600,22.735,0.000,6.888,-10.980,11.878,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+625,17.417,0.000,6.535,-10.773,10.948,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+650,19.148,0.000,6.601,-11.082,10.831,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+675,19.167,0.000,6.588,-11.063,10.848,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+700,25.874,0.000,7.187,-11.948,11.909,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+725,23.825,0.000,7.049,-11.919,11.464,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+750,22.048,0.000,7.010,-11.790,11.433,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+775,19.965,0.000,6.988,-11.271,11.700,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+800,21.413,0.000,6.871,-10.739,11.917,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+825,24.043,0.000,6.755,-11.279,11.153,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+850,29.088,0.000,7.006,-11.645,11.650,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+875,27.765,0.000,6.892,-11.540,11.360,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+900,31.696,0.000,6.964,-11.293,11.871,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+925,29.489,0.000,6.821,-11.197,11.474,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+950,31.035,0.000,6.965,-11.290,11.870,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K114+975,28.267,0.000,6.762,-10.994,11.491,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+000,25.807,0.000,6.639,-10.892,11.180,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+025,21.759,0.000,6.308,-9.595,11.294,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+050,24.020,0.000,6.544,-10.848,10.929,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+075,22.517,0.000,6.464,-10.506,11.015,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+100,20.321,0.000,6.402,-10.107,11.159,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+125,19.860,0.000,6.307,-10.158,10.744,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+150,18.211,0.000,6.097,-9.717,10.480,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+175,16.485,0.003,6.118,-9.642,10.501,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+200,18.973,0.000,6.304,-10.382,10.582,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+225,19.464,0.000,6.543,-10.506,11.234,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+250,19.874,0.000,6.285,-10.137,10.763,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+275,17.470,0.000,6.638,-11.026,10.788,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+300,21.051,0.000,6.496,-10.811,10.789,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+325,21.748,0.000,6.578,-10.949,10.866,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+350,17.531,0.000,6.658,-10.897,10.960,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+375,18.444,0.046,6.628,-10.907,10.952,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+400,21.903,0.000,6.475,-11.261,10.221,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+425,20.844,0.000,5.879,-11.374,8.072,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+450,22.286,0.000,6.445,-11.145,10.220,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+475,22.748,0.000,6.598,-11.068,10.820,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+500,22.274,0.000,6.466,-10.826,10.631,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+525,21.952,0.000,6.379,-10.358,10.865,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+550,21.838,0.000,6.344,-10.145,10.857,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+575,21.941,0.000,6.519,-10.606,10.932,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+600,23.005,0.000,6.674,-11.145,10.967,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+625,24.323,0.000,6.985,-11.867,11.149,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+650,24.586,0.000,6.367,-10.642,10.378,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+675,26.161,0.000,6.617,-11.186,10.831,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+700,24.833,0.000,6.703,-11.462,10.666,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+725,24.255,0.000,6.588,-11.255,10.621,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+750,24.915,0.000,6.589,-11.014,10.875,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+775,23.978,0.000,6.649,-11.214,10.659,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+800,25.495,0.000,6.780,-11.747,10.643,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+825,26.136,0.000,6.874,-11.366,11.282,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+850,25.907,0.000,6.862,-11.151,11.425,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+875,27.450,0.000,6.699,-10.975,11.318,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+900,26.542,0.000,6.594,-10.668,11.254,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+925,56.949,0.000,7.871,-13.408,12.795,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+950,58.605,0.000,8.208,-13.383,13.860,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K115+975,59.736,0.000,8.375,-13.423,14.304,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+000,58.363,0.000,8.432,-13.554,14.412,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+025,57.446,0.000,8.307,-12.828,14.618,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+050,54.664,0.000,8.348,-12.558,14.859,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+075,48.641,0.000,7.872,-12.589,13.472,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+100,23.736,0.000,6.691,-10.968,11.208,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+125,24.308,0.000,6.748,-11.072,11.293,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+150,23.117,0.000,6.315,-10.562,10.383,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+175,22.585,0.000,6.694,-11.396,10.508,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+200,23.910,0.000,7.158,-11.234,11.437,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+225,22.603,0.000,6.690,-11.136,10.784,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+250,20.187,0.000,6.479,-11.443,9.673,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+275,23.152,0.000,6.443,-11.078,10.089,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+300,22.633,0.000,6.412,-11.104,10.166,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+325,21.913,0.000,6.367,-10.951,10.175,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+350,22.025,0.000,6.331,-10.841,10.193,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+375,20.845,0.000,6.125,-10.413,9.916,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+400,18.917,0.000,6.631,-10.771,10.552,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+425,20.805,0.000,6.389,-10.870,10.373,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+450,20.192,0.000,6.395,-11.021,10.191,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+475,20.777,0.000,6.471,-10.984,10.510,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+500,15.349,0.000,6.458,-11.206,10.100,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+525,12.009,0.285,7.034,-11.282,10.761,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+550,11.621,1.328,7.040,-11.378,10.761,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+575,15.432,0.668,6.869,-11.061,10.717,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+600,15.244,0.794,7.063,-11.377,11.085,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+625,16.999,0.386,7.020,-11.441,10.745,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+650,15.672,0.000,6.578,-10.777,10.906,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+675,12.724,0.285,6.374,-10.055,10.431,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+700,10.160,0.000,4.922,-9.251,6.970,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+725,8.965,0.000,4.820,-8.468,7.460,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+750,9.124,0.000,5.177,-10.079,7.072,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+775,7.158,0.000,5.026,-9.419,7.289,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+800,4.483,0.064,3.937,-6.345,6.577,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+825,3.704,1.374,5.113,-9.521,6.937,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+850,3.796,0.000,4.968,-9.709,6.751,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+875,2.043,1.478,5.183,-9.750,6.892,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+900,0.686,1.524,4.888,-9.110,6.738,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+925,0.701,2.216,4.930,-9.172,6.691,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+950,0.540,2.478,4.969,-9.262,6.721,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K116+975,0.008,2.318,3.922,-6.545,6.308,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+000,0.000,6.085,3.273,-5.290,5.447,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+025,0.000,3.997,3.571,-5.843,5.989,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+050,0.000,3.352,3.546,-5.552,6.170,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+075,0.092,2.276,3.693,-5.786,6.421,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+100,0.495,1.536,3.867,-6.072,6.676,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+125,0.971,0.548,3.980,-6.129,6.971,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+150,1.924,0.030,4.165,-6.674,7.069,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+175,2.253,0.000,4.311,-7.019,7.242,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+200,2.149,0.000,4.257,-6.863,7.258,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+225,2.656,0.000,4.312,-7.112,7.131,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+250,3.044,0.000,4.418,-7.814,6.766,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+275,3.256,0.000,4.456,-8.052,6.693,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.836,0.884,0.931,0.978
K117+300,0.327,0.436,4.299,-6.477,7.657,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.787,0.832,0.876,0.921,0.965
K117+325,3.358,0.288,4.068,-6.004,7.438,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+350,6.361,0.654,5.361,-9.562,7.807,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+375,7.283,0.608,5.482,-9.716,8.008,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+400,7.525,0.642,5.454,-9.770,7.860,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+425,6.797,0.844,5.379,-9.853,7.573,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+450,4.051,0.026,4.186,-6.450,7.424,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+475,5.307,0.000,4.326,-6.703,7.592,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+500,5.009,0.000,4.867,-9.167,6.942,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+525,4.473,0.000,4.204,-6.999,6.905,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+550,4.715,0.000,4.272,-6.691,7.375,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+575,21.774,0.000,6.678,-11.162,10.698,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+600,21.322,0.000,6.314,-9.906,10.699,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+625,21.576,0.020,6.153,-10.107,9.873,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+650,22.047,0.001,6.451,-10.075,10.996,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+675,20.709,0.000,6.614,-10.531,10.937,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+700,25.422,0.000,6.959,-11.165,11.112,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+725,28.279,0.000,6.606,-11.419,10.123,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.872,0.914,0.957
K117+750,27.135,0.000,7.346,-12.036,11.429,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.833,0.879,0.924,0.969
K117+775,32.526,0.000,7.335,-11.820,11.579,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+800,34.596,0.000,7.522,-11.858,12.241,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+825,38.224,0.000,7.393,-12.066,11.671,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+850,41.330,0.000,7.808,-12.916,12.201,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+875,40.245,0.000,7.827,-12.977,12.069,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K117+900,43.513,0.000,7.960,-13.228,12.352,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.788,0.834,0.880,0.926,0.972
K117+925,48.525,0.000,7.972,-13.367,12.946,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.830,0.873,0.916,0.960
K117+950,54.573,0.000,7.892,-12.978,13.137,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K117+975,38.980,15.572,24.366,-10.151,21.448,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+000,28.218,0.000,6.591,-10.033,11.660,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+025,30.759,0.000,7.216,-11.975,11.843,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+050,30.679,0.000,6.728,-9.856,12.071,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+075,25.262,0.000,7.502,-12.307,12.257,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+100,25.731,0.000,7.525,-11.937,12.596,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+125,30.672,0.000,7.571,-11.905,12.823,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+150,32.997,0.000,7.562,-12.002,12.704,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+175,42.640,0.000,8.428,-12.600,13.243,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+200,36.652,0.000,7.582,-12.168,12.756,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+225,34.098,0.000,7.492,-12.051,12.610,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+250,32.700,0.000,7.447,-11.877,12.628,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+275,31.656,0.000,7.466,-12.026,12.389,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.786,0.829,0.871,0.914,0.957
K118+300,29.378,0.000,7.612,-12.012,12.838,0.253,0.789,0.837,0.884,0.932,0.979,0.252,0.787,0.832,0.876,0.921,0.966
K118+325,24.702,0.000,7.465,-11.952,12.528,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.931,0.979
K118+350,22.422,0.000,6.967,-11.298,11.758,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K118+375,19.633,0.000,6.788,-10.688,10.417,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K118+400,15.675,0.000,6.240,-10.385,10.352,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K118+425,12.928,0.000,6.138,-9.758,10.649,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K118+450,10.079,0.000,6.092,-9.908,10.339,0.252,0.787,0.832,0.877,0.922,0.967,0.253,0.790,0.837,0.884,0.932,0.979
K118+475,5.995,0.000,5.011,-9.775,6.906,0.252,0.785,0.828,0.870,0.913,0.955,0.253,0.791,0.840,0.889,0.938,0.987
K118+500,3.273,0.669,4.797,-9.617,6.350,0.252,0.784,0.824,0.864,0.905,0.945,0.253,0.792,0.843,0.894,0.945,0.996
K118+525,0.754,2.040,4.981,-9.635,6.880,0.252,0.784,0.824,0.864,0.904,0.945,0.253,0.793,0.844,0.895,0.946,0.997
K118+550,0.000,4.113,3.827,-6.271,6.436,0.252,0.784,0.824,0.864,0.904,0.945,0.253,0.793,0.844,0.895,0.946,0.997
K118+575,0.192,4.944,4.844,-9.094,7.009,0.252,0.784,0.824,0.864,0.904,0.945,0.253,0.793,0.844,0.895,0.946,0.997
K118+600,0.185,3.930,4.513,-9.109,5.907,0.252,0.784,0.824,0.864,0.904,0.945,0.253,0.793,0.844,0.895,0.946,0.997
